Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
CAGL0E02783g	277.4814995141495	406.0243195436626	579.5353756837587	385.3695838159917	565.5314728479228	581.7124678636466	417.72254392795236	470.2203019899376	533.2685916544393
CAGL0E02805g	54.389749820279384	66.68376586037326	77.59205189193182	69.47950936866829	74.25843307464123	79.07934681565536	65.83712923906477	64.40292454695475	74.80128587715532
CAGL0E02827g	30.758341277675243	45.36555808725007	41.68690076598465	28.886702973059073	43.4525328908381	34.88523632835145	34.24466793358937	82.56206789557072	38.08676984140769
CAGL0E02849g	81.02197214607136	174.30466983580192	131.86276069799808	93.7653060214216	127.70937216548562	125.16288225601394	97.19557231264773	87.07365630516475	114.77154133417484
CAGL0E02871g	0.4688771536230982	0.9783718543220787	2.8179956228754195	1.630700974285593	2.7022719459476434	0.921670708807172	2.1061640870316922	5.526695801752685	1.4798815551235767
CAGL0E02893g	53.35822008230857	48.97008597159457	47.760167194595475	66.3928253816277	56.369392792467835	55.5306602056321	66.92921432122934	51.65768728985162	54.607629384059976
CAGL0E02915g	32.91517618434149	20.288342663310473	20.98920877727899	52.00771321560837	17.67285852649759	19.078583672308458	71.68758503637501	2.368583915036865	18.996297780313547
CAGL0E02937g	115.34377979128215	75.59209906025323	53.20181391463077	126.32108618662325	62.69270914598533	55.62282727651283	90.4870496650653	143.13014229437053	53.65243310757112
CAGL0E02959g	43.88690157912199	28.836223074756003	25.070443817305456	43.621251062139606	31.83276352326324	26.31369873644476	50.62594416605809	39.1380294532282	26.48987983671202
CAGL0E02981g	27.94507835593665	57.41497987205883	71.51878546332098	30.109728703773268	66.25970811463621	67.05154406572176	38.06696572116541	48.16120627241625	68.24944662856277
CAGL0E03003g	12.65968314782365	18.898024765063308	21.960931405856716	13.68624031989694	20.645357667039995	23.041767720179298	8.502662425424239	12.294078416143726	18.444705564312944
CAGL0E03025g	136.72457799649544	480.89551302704695	494.07237050034723	99.70571671346195	524.4569392695186	470.60506391694196	137.52471427543978	382.4699074233337	430.24192848047255
CAGL0E03069g	148.16518054489902	57.157513594605646	54.02777814892183	130.57255658386782	71.17784305626093	55.945412024595335	106.55630158834414	66.20755991079236	61.75142125470197
CAGL0E03113g	125.00264915591796	219.8247076895239	182.29516512118232	130.80551386590864	174.62081314713672	189.49549773075452	97.97563308562243	196.47967523781992	163.27129593617934
