	Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
3803	CAGL0K08206g	352	515	582	477	482	609	234	268	2159
3804	CAGL0K08228g	377	1295	1121	958	1138	1543	572	1018	3502
3805	CAGL0K08250g	1250	2442	2552	1516	2123	2151	1189	765	8795
3806	CAGL0K08272g	1312	11861	11712	1965	10988	12449	1566	6173	46157
3807	CAGL0K08294g	490	925	1011	764	840	918	650	529	3072
3808	CAGL0K08316g	31	67	189	127	124	164	189	37	485
3809	CAGL0K08338g	241	968	2267	279	1531	1687	205	250	10124
3810	CAGL0K08360g	99	72	264	155	165	147	187	7	1795
3811	CAGL0K08382g	17506	8012	27083	17835	20050	16754	19250	693	88326
3812	CAGL0K08404g	811	2575	2345	1623	2230	2995	1124	749	7166
3813	CAGL0K08426g	1200	2808	3093	1715	2458	2383	1902	432	8745
3814	CAGL0K08470g	4	27	20	43	20	27	45	20	95
3815	CAGL0K08492g	1469	2305	3833	2601	3242	4351	1914	724	12807
3816	CAGL0K08514g	560	1555	1763	1329	1490	1729	1089	189	5148
3817	CAGL0K08536g	476	3562	2768	1212	2272	3110	896	1042	7522
3818	CAGL0K08558g	1928	5324	8611	2660	6432	6689	2787	1723	29129
3819	CAGL0K08580g	335	1624	1221	980	1076	1392	681	407	3892
3820	CAGL0K08602g	25	21	41	30	23	41	26	47	127
3821	CAGL0K08624g	13	3	15	12	14	13	15	3	95
3822	CAGL0K08646g	480	1561	1763	857	1261	1778	546	904	6490
3823	CAGL0K08668g	79	2243	2377	171	1394	1815	129	551	5491
3824	CAGL0K08690g	118	116	257	186	219	248	202	308	920
3825	CAGL0K08712g	3	1	3	1	1	9	1	13	7
3826	CAGL0K08734g	216	2453	1566	623	1233	1949	492	717	4167
3827	CAGL0K08756g	395	1187	1203	343	588	840	412	230	2156
3828	CAGL0K08800g	313	1880	1526	365	957	1415	305	504	4150
3829	CAGL0K08822g	813	2924	2484	1506	2087	2983	1172	825	7148
3830	CAGL0K08844g	1537	1763	1884	1622	2085	2138	1151	604	6835
3831	CAGL0K08866g	1783	7435	6548	3642	6142	7364	3086	2932	22016
3832	CAGL0K08888g	1666	2513	1892	2903	2273	2295	1877	872	7413
3833	CAGL0K08910g	548	2129	3574	1531	2995	2455	1546	634	16163
3834	CAGL0K08932g	19	89	248	47	126	152	61	1	666
3835	CAGL0K08954g	465	1056	1497	809	1054	1111	711	189	4707
3836	CAGL0K08976g	28	103	181	103	177	193	85	137	926
3837	CAGL0K08998g	36	123	79	43	85	83	38	25	219
3838	CAGL0K09020g	248	530	390	297	393	380	292	133	1282
3839	CAGL0K09042g	1262	936	888	1624	904	865	1060	656	2331
3840	CAGL0K09064g	1090	2200	1608	1980	1718	1953	1427	1628	7627
3841	CAGL0K09086g	270	1007	800	458	678	700	424	159	2120
3842	CAGL0K09108g	81	379	337	233	256	326	252	89	886
3843	CAGL0K09130g	2218	7757	10649	4887	8488	8481	4093	719	40966
3844	CAGL0K09152g	580	822	798	781	862	795	768	58	2615
3845	CAGL0K09218g	731	1901	2205	1929	2385	3352	1392	1155	9723
3846	CAGL0K09240g	395	625	803	505	626	659	447	181	2239
3847	CAGL0K09262g	151	330	350	336	307	294	307	86	1034
3848	CAGL0K09284g	1343	919	634	1792	978	649	1182	603	3209
3849	CAGL0K09306g	272	655	774	425	589	629	299	111	2115
3850	CAGL0K09328g	3572	5275	4149	4651	4589	4113	3537	1651	13223
3851	CAGL0K09350g	519	2393	2455	795	2145	2372	641	930	7187
3852	CAGL0K09372g	360	1173	987	413	822	1191	318	573	4273
3853	CAGL0K09394g	40	46	135	72	123	151	52	69	383
3854	CAGL0K09416g	1204	1599	972	1969	1265	1335	1264	1721	3080
3855	CAGL0K09438g	415	554	701	516	567	630	442	657	2169
3856	CAGL0K09460g	1038	1046	869	1884	1171	911	1540	352	3414
3857	CAGL0K09482g	599	738	966	996	920	1034	780	406	3445
3858	CAGL0K09504g	298	689	628	471	653	685	311	97	2498
3859	CAGL0K09526g	2889	11295	8486	6395	8895	10000	3784	7572	32258
3860	CAGL0K09548g	105	366	285	173	267	299	139	51	862
3861	CAGL0K09570g	1057	1350	1520	1552	1528	1970	1304	2086	5934
3862	CAGL0K09592g	3494	5475	5538	4305	4385	4298	3871	1102	17346
3863	CAGL0K09614g	2374	1756	1558	2780	1925	1561	1697	944	5076
3864	CAGL0K09680g	160	816	429	342	491	612	325	126	1630
3865	CAGL0K09702g	4096	15634	14162	19475	11757	17151	14848	4924	37982
3866	CAGL0K09724g	12783	13643	17151	14415	14899	15419	10531	5909	63288
3867	CAGL0K09746g	770	1305	1675	1441	1495	2193	1164	889	6234
3868	CAGL0K09768g	1460	3200	2608	2116	2002	2694	1528	775	7841
3869	CAGL0K09790g	3617	20355	16189	9898	15340	19228	5890	9761	55183
3870	CAGL0K09812g	402	1261	1153	759	941	1294	356	768	5002
3871	CAGL0K09823g	81	143	240	163	183	246	162	90	973
3872	CAGL0K09834g	2897	4786	5672	5613	4665	7079	4615	2549	19451
3873	CAGL0K09856g	685	1717	1542	1876	1361	2413	1381	1598	5482
3874	CAGL0K09878g	188	419	812	406	807	751	302	56	4516
3875	CAGL0K09900g	605	3712	2033	2235	2508	3307	1335	2331	7193
3876	CAGL0K09922g	2586	4426	2355	8461	4870	4108	4249	4301	12222
3877	CAGL0K09944g	1097	3428	2602	2720	2645	3170	1688	1266	10305
3878	CAGL0K09966g	3718	7009	5145	5208	5140	6039	3905	2677	13593
3879	CAGL0K09988g	556	2534	2336	1224	1922	2302	1030	707	8004
3880	CAGL0K10010g	1714	1887	2101	2297	2008	2127	1895	1859	7212
3881	CAGL0K10032g	393	653	893	643	688	932	514	358	2386
3882	CAGL0K10054g	1030	2168	1723	1693	1673	2252	1014	734	7303
3883	CAGL0K10076g	429	1550	1610	1124	1583	2025	789	939	5771
3884	CAGL0K10098g	274	900	660	483	673	773	582	213	1634
3885	CAGL0K10120g	1245	1673	2471	1814	1949	2757	1925	1058	8784
3886	CAGL0K10142g	70	184	199	116	143	215	106	62	673
3887	CAGL0K10164g	390	442	1656	1579	1528	1796	2170	67	7498
3888	CAGL0K10186g	143	397	401	343	358	521	302	132	1446
3889	CAGL0K10208g	845	924	968	1590	1039	1230	1293	708	3374
3890	CAGL0K10230g	1479	2313	2272	2331	1889	2470	1349	1628	7413
3891	CAGL0K10252g	430	2948	1846	864	1893	2399	792	1063	6159
3892	CAGL0K10274g	3193	10299	9245	6317	8578	12162	4010	9973	39841
3893	CAGL0K10296g	78	380	243	209	268	345	83	178	1107
3894	CAGL0K10318g	525	1832	1807	726	1409	1454	786	523	5911
3895	CAGL0K10340g	2684	3754	3271	2613	2908	2990	2178	863	10965
3896	CAGL0K10362g	313	322	307	439	308	338	414	185	1265
3897	CAGL0K10384g	272	795	840	597	812	929	520	223	2926
3898	CAGL0K10406g	340	1221	820	702	770	997	490	473	2202
3899	CAGL0K10428g	5	43	38	35	28	53	51	5	176
3900	CAGL0K10472g	2322	3249	3413	3782	3309	4137	2643	1870	12992
3901	CAGL0K10494g	3081	10513	9247	5929	9854	11778	3973	13481	49124
3902	CAGL0K10516g	1158	3497	3608	2147	2878	3670	1598	1167	11310
3903	CAGL0K10582g	913	1689	1597	1165	1216	1547	969	897	5561
3904	CAGL0K10604g	610	1064	1154	1252	1271	1283	1030	312	5081
3905	CAGL0K10626g	1152	701	1961	1709	1502	2020	1719	289	5592
3906	CAGL0K10648g	1991	5054	5365	3382	4590	7292	2426	6214	19927
3907	CAGL0K10692g	565	1283	1321	704	1021	1550	552	743	4417
3908	CAGL0K10714g	357	1119	990	617	977	1379	277	1244	5462
3909	CAGL0K10736g	200	818	764	388	652	1089	306	399	2457
3910	CAGL0K10758g	862	1905	2814	1410	1975	2090	1467	332	10050
3911	CAGL0K10780g	13002	5396	9197	12527	8753	7448	9528	2734	36659
3912	CAGL0K10824g	51	1325	1365	136	1059	1505	90	378	3575
3913	CAGL0K10846g	259	2236	1397	811	1232	2098	392	1045	4438
3914	CAGL0K10868g	3313	4891	14756	18546	17964	25597	18000	1823	71802
3915	CAGL0K10890g	147	375	731	732	750	1018	769	87	3027
3916	CAGL0K10906g	29092	26886	30673	25533	23039	20086	20947	5735	96569
3917	CAGL0K10912g	1302	3173	2287	2108	2098	2710	1689	1210	5619
3918	CAGL0K10934g	406	1160	1155	546	1098	1383	411	589	4701
3919	CAGL0K10956g	11151	18056	15699	16491	15313	19788	9692	33835	64527
3920	CAGL0K10978g	596	1064	1999	1487	2379	1475	1407	433	11622
3921	CAGL0K11000g	303	575	458	493	503	530	355	367	1508
3922	CAGL0K11022g	931	2376	2917	1503	2393	2618	1254	495	9180
3923	CAGL0K11044g	2022	3162	2806	2295	2212	2626	2067	1987	7556
3924	CAGL0K11066g	117	213	277	180	198	234	178	40	1091
3925	CAGL0K11088g	2197	4233	9283	5125	7844	9719	4330	761	46501
3926	CAGL0K11110g	480	1150	1144	806	925	1271	598	606	4246
3927	CAGL0K11132g	442	859	620	603	716	640	429	794	2466
3928	CAGL0K11198g	385	1448	1199	893	1094	1336	645	981	3907
3929	CAGL0K11209g	707	4086	2473	1742	2642	3601	1029	1885	8134
3930	CAGL0K11231g	1164	1327	1828	1531	1484	1408	1411	468	4977
3931	CAGL0K11253g	657	1734	2036	1103	1743	2175	817	1019	6026
3932	CAGL0K11275g	355	567	1055	412	704	822	375	57	2867
3933	CAGL0K11297g	719	3287	3645	2459	2773	3464	2037	797	14409
3934	CAGL0K11319g	239	354	301	458	290	350	261	250	1068
3935	CAGL0K11341g	359	529	676	480	604	623	441	154	2368
3936	CAGL0K11363g	329	854	883	485	751	891	575	203	2841
3937	CAGL0K11374g	337	1314	1142	653	841	1135	590	223	3667
3938	CAGL0K11396g	367	1015	1038	618	891	1143	577	294	3195
3939	CAGL0K11418g	8562	13647	11944	12365	10912	13222	7693	12348	36058
3940	CAGL0K11440g	4269	9411	12524	11900	10236	13889	11932	1610	41094
3941	CAGL0K11462g	14428	25347	29961	35742	25754	33666	29019	8603	101301
3942	CAGL0K11484g	17	57	60	110	40	50	72	12	174
3943	CAGL0K11506g	223	618	642	602	390	598	470	179	1477
3944	CAGL0K11528g	922	3029	2305	1864	2516	2901	858	761	7418
3945	CAGL0K11550g	400	942	945	544	807	1104	561	381	3343
3946	CAGL0K11572g	18026	33685	35071	43240	35081	53264	28546	57814	180996
3947	CAGL0K11594g	858	3522	3511	2316	3396	4746	1449	2256	12245
3948	CAGL0K11616g	3189	8343	6241	6438	6912	5758	5362	1345	17571
3949	CAGL0K11638g	5	34	30	23	32	40	18	36	189
3950	CAGL0K11660g	1954	6345	4547	3791	3639	5294	2232	2488	15664
3951	CAGL0K11682g	364	1646	1495	640	1526	1798	360	488	5763
3952	CAGL0K11726g	3498	4245	5172	3600	3899	3554	3298	1347	15610
3953	CAGL0K11748g	24422	22123	25472	22448	22842	19731	16713	2356	68671
3954	CAGL0K11770g	1293	2042	2071	2544	1862	2295	1789	1017	7290
3955	CAGL0K11792g	493	1587	1063	831	1038	1211	573	591	3350
3956	CAGL0K11814g	2004	3560	5072	3304	4116	5155	2428	1424	18737
3957	CAGL0K11836g	938	4274	3128	2294	3374	4591	1358	2484	12131
3958	CAGL0K11858g	13134	44816	78121	38505	58822	52843	60080	5093	305299
3959	CAGL0K11880g	19	7	19	28	6	13	13	1	39
3960	CAGL0K11902g	659	867	1065	1217	956	1331	1002	1014	4374
3961	CAGL0K11946g	165	2723	2728	408	2171	2338	305	614	10987
3962	CAGL0K11968g	1327	2407	2179	2032	1826	2490	1666	791	6651
3963	CAGL0K11990g	1229	4834	4797	3245	4154	6174	2936	2632	15036
3964	CAGL0K12012g	5504	5120	6024	7356	5757	6262	5483	1907	23281
3965	CAGL0K12034g	3979	13613	15711	7928	14805	12440	7190	1252	50847
3966	CAGL0K12056g	609	1145	1446	993	1237	1477	874	229	4888
3967	CAGL0K12078g	6	5	14	5	4	19	9	1	67
3968	CAGL0K12100g	652	3989	4666	1991	5475	5665	1263	1463	20538
3969	CAGL0K12122g	136	375	277	240	256	345	174	46	993
3970	CAGL0K12144g	622	1102	891	929	946	975	666	317	3986
3971	CAGL0K12166g	337	1678	1482	961	1280	1767	741	754	5882
3972	CAGL0K12188g	690	1586	1333	1374	1397	1798	899	1098	3781
3973	CAGL0K12210g	433	675	860	1220	767	859	1337	139	2519
3974	CAGL0K12232g	652	2347	1693	1847	1767	2190	1528	541	4887
3975	CAGL0K12254g	1850	2310	2980	2638	3085	3039	2748	700	12245
3976	CAGL0K12276g	4731	6825	7343	5240	6320	5325	4839	1337	19379
3977	CAGL0K12298g	344	1107	1058	728	1001	1169	523	747	3555
3978	CAGL0K12320g	637	1740	1491	1063	1242	1742	768	778	4547
3979	CAGL0K12342g	930	2900	2236	1613	1969	2788	1157	741	6218
3980	CAGL0K12364g	758	582	859	903	990	1054	596	1811	4268
3981	CAGL0K12386g	1056	911	1657	1047	1524	1489	865	1454	5818
3982	CAGL0K12408g	118	244	162	155	93	247	138	28	603
3983	CAGL0K12430g	1	1	1	1	3	1	1	1	13
3984	CAGL0K12452g	218	682	651	480	484	644	237	239	2211
3985	CAGL0K12474g	585	3106	3385	1177	2531	3037	860	889	8719
3986	CAGL0K12496g	312	1132	1114	565	938	1274	549	303	3648
3987	CAGL0K12518g	210	1655	1818	942	1400	2531	721	461	5816
3988	CAGL0K12540g	1	1	1	1	1	1	1	1	1
3989	CAGL0K12562g	401	1538	1489	902	1271	1698	716	606	5083
3990	CAGL0K12584g	738	1757	2076	1104	2008	2394	920	891	7775
3991	CAGL0K12606g	376	1051	934	492	839	836	460	253	2474
3992	CAGL0K12628g	542	1028	1062	1183	1060	1210	960	438	3698
3993	CAGL0K12650g	678	617	690	709	555	718	695	531	2286
3994	CAGL0K12672g	2466	3211	7471	7422	7116	9906	5769	684	23116
3995	CAGL0K12694g	10148	20086	37369	18010	29222	30708	21414	8104	152342
3996	CAGL0K12716g	1	10	27	5	6	1	9	1	43
3997	CAGL0K12738g	1471	2637	5226	2545	3832	5206	2437	1206	19407
3998	CAGL0K12760g	151	2544	1863	354	1933	2078	323	532	6856
3999	CAGL0K12782g	285	1445	848	534	1055	996	299	369	3248
4000	CAGL0K12804g	1290	730	946	1677	895	916	1073	477	3860
4001	CAGL0K12826g	9985	6420	30189	9644	19984	13074	14912	1280	130008
4002	CAGL0K12848g	8548	9162	8633	12000	6992	7380	11132	4043	26625
4003	CAGL0K12870g	241	753	815	441	626	867	402	96	2832
4004	CAGL0K12892g	880	7687	7999	1490	6227	8714	1285	3159	29426
4005	CAGL0K12914g	653	1902	1866	1006	1293	1767	769	639	6496
4006	CAGL0K12936g	598	1215	1252	1124	1139	1511	899	740	4241
4007	CAGL0K12958g	207	948	1357	692	1111	1411	792	177	5782
4008	CAGL0K12980g	11580	22036	24302	19341	20404	29941	14229	12548	88682
4009	CAGL0K13002g	22	78	78	29	90	55	23	11	276
4010	CAGL0K13024g	675	2980	2483	1645	1893	2769	1376	892	6795
4011	CAGL0L00157g	1	1	1	7	5	12	1	1	1
4012	CAGL0L00227g	192	453	455	272	446	533	231	17	1886
4013	CAGL0L00297g	873	2491	2940	1996	2260	3256	1462	908	9914
4014	CAGL0L00319g	3628	21171	16012	7529	14975	21124	5572	14272	53414
4015	CAGL0L00341g	2257	1175	1593	3236	1767	1529	2935	518	5939
4016	CAGL0L00363g	232	1032	735	413	565	673	356	150	2273
4017	CAGL0L00385g	882	2436	2198	1526	1449	1894	924	774	5681
4018	CAGL0L00407g	202	490	538	355	458	514	342	153	1908
4019	CAGL0L00429g	2895	2058	2468	2934	2554	3015	1795	540	9100
4020	CAGL0L00451g	1307	2710	2560	1802	2187	2642	1474	1329	7902
4021	CAGL0L00473g	63	426	566	157	386	550	146	142	1926
4022	CAGL0L00495g	6205	7131	12267	11813	8570	11633	11525	2433	35109
4023	CAGL0L00517g	305	1185	787	608	786	899	382	225	2304
4024	CAGL0L00539g	711	3888	3271	1498	2392	3753	1279	620	10372
4025	CAGL0L00561g	10	71	38	10	75	84	1	2	144
4026	CAGL0L00583g	487	987	1109	588	961	1138	325	1298	2807
4027	CAGL0L00605g	970	4360	3077	2006	2806	4371	1297	1871	12873
4028	CAGL0L00627g	1646	4118	4608	4228	4028	6010	3310	2400	19487
4029	CAGL0L00649g	720	3502	4151	2001	3347	5573	1536	1273	16569
4030	CAGL0L00671g	893	743	1596	1137	1347	821	1337	164	5893
4031	CAGL0L00693g	222	703	467	369	395	540	200	156	1505
4032	CAGL0L00715g	447	1386	3040	923	2449	2541	803	142	10367
4033	CAGL0L00737g	223	433	862	382	806	788	388	242	3544
4034	CAGL0L00759g	4533	12779	13205	9752	14860	17636	6887	3975	35915
4035	CAGL0L00781g	1041	2492	2788	1510	2634	3502	1248	1752	9844
4036	CAGL0L00803g	331	1466	1353	1274	1164	2246	663	762	5414
4037	CAGL0L00825g	891	2804	1679	1832	1888	2222	1115	1102	6199
4038	CAGL0L00847g	1754	4007	3315	3508	3248	4754	2106	2215	11830
4039	CAGL0L00869g	326	526	906	637	893	1224	452	1996	3931
4040	CAGL0L00891g	1209	2096	5056	2850	4134	4122	2786	134	17095
4041	CAGL0L00935g	82	114	263	111	248	347	115	178	1268
4042	CAGL0L00957g	572	2961	2322	2148	2249	3446	1377	2261	8664
4043	CAGL0L00979g	780	1766	2150	1728	2125	2711	1389	194	7647
4044	CAGL0L01001g	1893	2609	3496	3221	2897	3637	2465	1597	11760
4045	CAGL0L01023g	1	1	1	1	1	1	1	1	1
4046	CAGL0L01045g	1	3	1	1	1	1	1	1	1
4047	CAGL0L01067g	797	1979	2527	1367	2052	2631	1011	500	6683
4048	CAGL0L01089g	3767	5093	10965	7938	10600	12467	7960	2397	49993
4049	CAGL0L01111g	2799	6935	7671	2557	5875	7783	1898	2840	20639
4050	CAGL0L01155g	14	35	33	26	33	44	17	49	156
4051	CAGL0L01177g	2384	15321	17177	8335	15299	22410	5868	8681	59406
4052	CAGL0L01199g	890	4316	4210	1709	3434	4503	1171	2355	14496
4053	CAGL0L01221g	471	1088	977	910	861	1027	625	257	3154
4054	CAGL0L01243g	2559	3092	4611	4372	3738	5190	3566	2667	20311
4055	CAGL0L01265g	74	461	801	301	581	707	226	74	2660
4056	CAGL0L01287g	1138	2485	2708	1682	2227	2215	1572	378	6750
4057	CAGL0L01309g	1746	3525	4269	2951	4333	3858	2958	662	15797
4058	CAGL0L01331g	874	854	1525	1329	1279	1284	929	389	4314
4059	CAGL0L01353g	18029	15362	24275	24453	20947	23551	15663	7414	69968
4060	CAGL0L01397g	726	584	974	1201	845	817	1248	79	3475
4061	CAGL0L01419g	1963	3187	4643	2830	4026	3556	2553	584	17161
4062	CAGL0L01441g	157	224	238	188	217	263	162	41	665
4063	CAGL0L01463g	11	41	69	7	21	22	17	27	70
4064	CAGL0L01485g	3558	9539	10743	5336	9822	10140	4764	3245	36881
4065	CAGL0L01507g	610	1635	1670	1080	1647	1863	698	687	6085
4066	CAGL0L01529g	131	410	463	293	437	489	220	206	1552
4067	CAGL0L01551g	1185	290	402	1699	244	281	1684	64	864
4068	CAGL0L01573g	401	522	588	513	473	471	377	88	1810
4069	CAGL0L01639g	902	1614	1607	1254	1423	1646	937	1185	5943
4070	CAGL0L01683g	255	848	719	460	735	848	353	347	2463
4071	CAGL0L01705g	249	2004	1519	534	1313	1805	535	527	4669
4072	CAGL0L01727g	1410	4726	7691	3083	6630	6659	2981	854	26536
4073	CAGL0L01749g	347	726	658	517	575	643	532	133	2236
4074	CAGL0L01771g	31	69	80	29	44	76	22	73	157
4075	CAGL0L01793g	231	340	526	357	333	302	395	30	1203
4076	CAGL0L01831g	10	7	63	17	13	39	58	1	188
4077	CAGL0L01837g	565	2194	1840	1531	1655	2613	917	1400	5810
4078	CAGL0L01859g	620	1261	1283	1174	1146	1385	897	406	3642
4079	CAGL0L01881g	1274	5511	4802	2126	4338	4311	1983	830	12690
4080	CAGL0L01903g	871	1845	1882	1710	1782	2509	1016	769	5996
4081	CAGL0L01925g	41	78	172	44	82	117	74	7	454
4082	CAGL0L01947g	509	2548	1875	1012	1888	2362	638	1265	7057
4083	CAGL0L01969g	927	2423	2359	1631	1960	2517	1253	872	8498
4084	CAGL0L01991g	308	679	947	544	805	1038	483	295	3115
4085	CAGL0L02013g	3213	1616	5360	4836	4387	4217	5477	1227	21191
4086	CAGL0L02035g	1761	2985	3097	3387	3216	3098	2489	700	9194
4087	CAGL0L02057g	2522	8625	6122	4847	5879	8561	2891	5456	17198
4088	CAGL0L02079g	2924	4777	5309	7051	5966	4513	4438	1527	27854
4089	CAGL0L02101g	821	4346	3729	1693	3868	5287	1063	2082	14574
4090	CAGL0L02123g	1069	2558	1876	1698	1676	1984	1183	742	5675
4091	CAGL0L02145g	507	2721	2095	1201	1706	2285	825	1076	6108
4092	CAGL0L02167g	262	1378	1308	861	1032	2004	606	409	4800
4093	CAGL0L02189g	388	781	889	593	673	696	489	128	2663
4094	CAGL0L02211g	426	1960	1409	643	1100	1253	488	329	3596
4095	CAGL0L02233g	1138	1828	1880	1579	1531	2139	1346	428	6169
4096	CAGL0L02255g	285	651	673	586	588	698	274	200	1891
4097	CAGL0L02277g	1215	3100	2951	2095	2699	3141	1413	799	8350
4098	CAGL0L02299g	2509	21027	13478	7151	12238	17549	4638	7138	43151
4099	CAGL0L02321g	137	1238	1043	231	810	1011	161	285	3143
4100	CAGL0L02343g	2169	5997	4933	5081	4584	5515	3713	1291	16745
4101	CAGL0L02365g	2125	8598	5870	4663	5236	6512	3207	2327	19188
4102	CAGL0L02387g	451	735	855	819	763	797	830	146	2337
4103	CAGL0L02409g	69	139	139	112	113	158	68	21	372
4104	CAGL0L02431g	408	2073	1715	1021	1416	1957	678	840	5667
4105	CAGL0L02453g	346	1020	766	404	725	883	389	293	2723
4106	CAGL0L02475g	1570	1596	6332	3203	5096	5083	4020	574	35180
4107	CAGL0L02497g	41384	51314	58736	48558	51260	45647	47478	13894	161505
4108	CAGL0L02519g	97	419	1219	257	753	894	281	12	3959
4109	CAGL0L02541g	157	989	764	347	746	708	264	309	2754
4110	CAGL0L02563g	311	703	586	753	544	553	501	91	1903
4111	CAGL0L02585g	1289	1776	1974	2553	2023	2525	1845	1703	9031
4112	CAGL0L02607g	460	2135	2141	2234	1409	3726	1584	1574	8521
4113	CAGL0L02629g	488	943	961	938	812	1120	842	154	3382
4114	CAGL0L02651g	634	2138	1702	1401	1715	2241	876	432	4921
4115	CAGL0L02673g	1119	2030	2377	1983	2267	2960	1250	1517	7842
4116	CAGL0L02695g	918	1876	1793	1228	1416	1832	1026	816	5868
4117	CAGL0L02717g	247	998	863	377	634	738	264	117	3064
4118	CAGL0L02739g	3	7	3	1	3	1	4	1	33
4119	CAGL0L02761g	3	12	3	5	17	3	11	1	9
4120	CAGL0L02783g	1186	2098	2932	1699	2460	3137	1493	1849	10006
4121	CAGL0L02799g	4419	2878	4741	6328	4876	4506	4560	533	23379
4122	CAGL0L02805g	1096	2322	1797	1713	1741	1928	1381	712	5288
4123	CAGL0L02827g	243	2261	2025	484	1580	1809	381	524	7087
4124	CAGL0L02849g	1679	992	1454	1927	1465	1219	1541	645	5200
4125	CAGL0L02871g	3177	1260	1897	4274	1901	1553	2996	906	7727
4126	CAGL0L02893g	470	489	527	845	474	502	514	167	1276
4127	CAGL0L02915g	66	20	58	75	64	57	51	71	245
4128	CAGL0L02937g	3479	12727	6928	6137	9221	10610	3624	4509	24552
4129	CAGL0L02959g	367	1311	1017	1173	742	1238	655	585	3669
4130	CAGL0L02981g	78	48	102	58	90	64	80	14	258
4131	CAGL0L03003g	655	1152	978	1014	1065	829	894	247	3878
4132	CAGL0L03025g	768	401	519	1078	646	499	703	606	2419
4133	CAGL0L03047g	886	703	618	1310	747	599	847	215	2555
4134	CAGL0L03069g	284	408	532	459	502	597	342	152	2126
4135	CAGL0L03091g	2095	6809	6672	4446	5711	7653	2906	3598	25667
4136	CAGL0L03113g	408	943	914	634	704	866	554	141	2390
4137	CAGL0L03135g	913	4608	5075	1674	5299	6113	1382	3171	20253
4138	CAGL0L03157g	641	2043	1806	428	1780	921	170	461	6940
4139	CAGL0L03179g	869	3885	3735	2002	3175	4548	1762	2179	14200
4140	CAGL0L03201g	361	1407	961	1021	922	1449	772	823	3256
4141	CAGL0L03223g	292	715	669	646	521	695	579	1455	2005
4142	CAGL0L03245g	1243	1640	2186	1850	2177	2300	1353	1155	8100
4143	CAGL0L03267g	1097	6259	4693	1000	5160	3436	530	1984	14132
4144	CAGL0L03289g	1012	837	1761	1512	1219	1124	2031	466	6613
4145	CAGL0L03311g	1917	4110	3937	3096	3634	4204	2548	1671	15194
4146	CAGL0L03333g	184	314	266	267	270	286	339	126	996
4147	CAGL0L03355g	297	1167	1165	438	935	1240	480	288	4105
4148	CAGL0L03377g	406	2401	1873	673	1720	2339	660	1161	7472
4149	CAGL0L03388g	1	3	1	1	1	5	1	1	1
4150	CAGL0L03410g	461	863	635	580	576	752	432	253	2384
4151	CAGL0L03432g	354	972	1052	616	891	1125	560	358	2560
4152	CAGL0L03454g	287	372	445	612	408	599	312	510	2897
4153	CAGL0L03476g	169	226	382	274	307	382	229	63	1261
4154	CAGL0L03498g	382	1086	1560	606	896	1456	612	322	4295
4155	CAGL0L03520g	634	1439	2105	1055	1784	2031	786	677	8524
4156	CAGL0L03542g	445	884	1232	813	876	1160	691	284	3712
4157	CAGL0L03564g	1041	2597	2699	1909	2291	2767	1396	382	6885
4158	CAGL0L03586g	498	434	707	735	492	611	717	156	2158
4159	CAGL0L03608g	431	730	969	578	756	832	567	493	3218
4160	CAGL0L03630g	2208	6426	6826	3716	5521	6700	2724	2090	21968
4161	CAGL0L03652g	463	314	798	669	725	839	675	222	3203
4162	CAGL0L03674g	642	2266	2173	1356	2000	2688	826	882	7619
4163	CAGL0L03696g	39	206	232	104	185	205	78	47	645
4164	CAGL0L03718g	439	1392	1359	666	1174	1301	559	284	4431
4165	CAGL0L03740g	2415	1474	1702	4686	1645	1957	2984	1595	7959
4166	CAGL0L03762g	41	52	133	49	103	96	68	52	551
4167	CAGL0L03784g	981	1165	1429	1560	1465	1755	990	646	6143
4168	CAGL0L03806g	1801	1117	1538	1744	1341	983	1839	638	5083
4169	CAGL0L03828g	88	1654	2699	189	2009	1403	221	111	9369
4170	CAGL0L03846g	20791	12388	11594	31596	15915	16342	22753	19056	47563
4171	CAGL0L03872g	456	459	430	746	593	430	585	45	1925
4172	CAGL0L03894g	5	5	12	3	1	3	4	1	23
4173	CAGL0L03916g	20	12	45	15	21	50	37	13	87
4174	CAGL0L03938g	173	888	1299	370	870	1239	370	129	4436
4175	CAGL0L03960g	499	1570	1499	907	1290	1623	886	343	6134
4176	CAGL0L03982g	120	464	815	391	556	598	519	96	3172
4177	CAGL0L04004g	839	1719	1880	1642	1698	2116	1096	212	7536
4178	CAGL0L04026g	729	423	698	1629	713	736	1161	267	3124
4179	CAGL0L04048g	735	1522	1594	1137	1429	1420	1141	247	4907
4180	CAGL0L04070g	282	578	666	416	561	563	550	85	2257
4181	CAGL0L04092g	528	582	767	707	780	666	541	162	2643
4182	CAGL0L04114g	694	544	583	981	705	810	754	368	2892
4183	CAGL0L04136g	600	916	1045	1393	956	1290	1124	689	4886
4184	CAGL0L04158g	354	906	1019	489	800	994	355	240	3876
4185	CAGL0L04180g	163	622	477	234	368	517	194	151	1695
4186	CAGL0L04202g	18	21	38	35	9	31	17	66	175
